Layer,Name,Kind,Placement,Served_From,Param_Bytes,KV_Write_Bytes,Compute_s,Mem_s,Layer_Time_s
53,decoder_51,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
54,decoder_52,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
55,decoder_53,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
56,decoder_54,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
57,decoder_55,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
58,decoder_56,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
59,decoder_57,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
60,decoder_58,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
61,decoder_59,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
62,decoder_60,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
63,decoder_61,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
64,decoder_62,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
65,decoder_63,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
66,decoder_64,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
67,decoder_65,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
68,decoder_66,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
69,decoder_67,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
70,decoder_68,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
71,decoder_69,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
72,decoder_70,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
73,decoder_71,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
74,decoder_72,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
75,decoder_73,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
76,decoder_74,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
77,decoder_75,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
78,decoder_76,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
79,decoder_77,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
80,decoder_78,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
81,decoder_79,DecoderBlock,Host SSD (NVMe),"Host SSD (NVMe, sequential)",3657433088,4194304.0,0.34789402597402597,0.7602811957894737,0.7602811957894737
82,final_norm,RMSNorm,Host DRAM,Host DRAM,32768,0.0,0.0,1.0533333333333333e-06,1.0533333333333333e-06
83,lm_head,LMHead,Host DRAM,Host DRAM,4982833152,0.0,0.0,0.13356288,0.13356288
